date,pair,open,high,low,close,volume
2026-03-05,EURUSD,0.98952,0.99224,0.98318,0.98771,19716
2026-03-06,EURUSD,0.98771,0.98907,0.98905,0.98906,46755
2026-03-09,EURUSD,0.98906,0.99105,0.98719,0.98912,56657
2026-03-10,EURUSD,0.98912,0.99047,0.98468,0.98758,46544
2026-03-11,EURUSD,0.98758,0.98829,0.98324,0.98577,19769
2026-03-12,EURUSD,0.98577,0.98998,0.98691,0.98845,44409
2026-03-13,EURUSD,0.98845,0.99189,0.98301,0.98745,43632
2026-03-16,EURUSD,0.98745,0.98936,0.98474,0.98705,28271
2026-03-17,EURUSD,0.98705,0.98848,0.98619,0.98734,12125
2026-03-18,EURUSD,0.98734,0.99286,0.9915,0.99218,22301
2026-03-19,EURUSD,0.99218,0.99733,0.99283,0.99508,49826
2026-03-20,EURUSD,0.99508,0.99856,0.99504,0.9968,33382
2026-03-23,EURUSD,0.9968,0.99522,0.99429,0.99475,11467
2026-03-24,EURUSD,0.99475,0.99124,0.98766,0.98945,55289
2026-03-25,EURUSD,0.98945,0.99355,0.99327,0.99341,33382
2026-03-26,EURUSD,0.99341,1.0007,0.9942,0.99745,24194
2026-03-27,EURUSD,0.99745,0.99739,0.99678,0.99709,6936
2026-03-30,EURUSD,0.99709,0.9996,0.99929,0.99945,36450
2026-03-31,EURUSD,0.99945,1.00566,0.99989,1.00277,35254
2026-04-01,EURUSD,1.00277,1.00904,1.00357,1.00631,13308
2026-04-02,EURUSD,1.00631,1.01034,1.0101,1.01022,51564
2026-04-03,EURUSD,1.01022,1.01379,1.00337,1.00858,32722
2026-04-06,EURUSD,1.00858,1.01687,1.01291,1.01489,9641
2026-04-07,EURUSD,1.01489,1.01331,1.00676,1.01003,15736
2026-04-08,EURUSD,1.01003,1.01921,1.00822,1.01372,20084
2026-04-09,EURUSD,1.01372,1.0161,1.01574,1.01592,46240
2026-04-10,EURUSD,1.01592,1.02306,1.01629,1.01968,47058
2026-04-13,EURUSD,1.01968,1.03224,1.02284,1.02754,50176
2026-04-14,EURUSD,1.02754,1.03723,1.03048,1.03385,38445
2026-04-15,EURUSD,1.03385,1.03162,1.02703,1.02932,55029
2026-04-16,EURUSD,1.02932,1.02604,1.01911,1.02257,22203
2026-04-17,EURUSD,1.02257,1.02729,1.02495,1.02612,37062
2026-04-20,EURUSD,1.02612,1.02464,1.01968,1.02216,39589
2026-04-21,EURUSD,1.02216,1.02453,1.0201,1.02231,25218
2026-04-22,EURUSD,1.02231,1.02775,1.02416,1.02595,30009
2026-04-23,EURUSD,1.02595,1.02172,1.0171,1.01941,43807
2026-04-24,EURUSD,1.01941,1.01232,1.0097,1.01101,52429
2026-04-27,EURUSD,1.01101,1.01521,1.00931,1.01226,55699
2026-04-28,EURUSD,1.01226,1.01633,1.00896,1.01264,21111
2026-04-29,EURUSD,1.01264,1.01742,1.00628,1.01185,44466
2026-04-30,EURUSD,1.01185,1.01786,1.00656,1.01221,46675
2026-05-01,EURUSD,1.01221,1.0099,1.00796,1.00893,56552
2026-05-04,EURUSD,1.00893,1.00376,1.00229,1.00302,39962
2026-05-05,EURUSD,1.00302,1.00265,1.00246,1.00255,16067
2026-05-06,EURUSD,1.00255,0.99934,0.99838,0.99886,45723
2026-05-07,EURUSD,0.99886,0.99264,0.99234,0.99249,14384
2026-05-08,EURUSD,0.99249,1.00039,0.989,0.9947,25804
2026-05-11,EURUSD,0.9947,0.99775,0.99155,0.99465,31901
2026-05-12,EURUSD,0.99465,1.00112,0.99181,0.99647,44870
2026-05-13,EURUSD,0.99647,0.99574,0.98971,0.99272,14233
2026-05-14,EURUSD,0.99272,0.99427,0.98634,0.99031,43413
2026-05-15,EURUSD,0.99031,0.98876,0.98434,0.98655,12935
2026-05-18,EURUSD,0.98655,0.98567,0.98083,0.98325,26311
2026-05-19,EURUSD,0.98325,0.98705,0.98137,0.98421,11687
2026-05-20,EURUSD,0.98421,0.98542,0.97723,0.98133,6454
2026-05-21,EURUSD,0.98133,0.98397,0.98188,0.98292,22917
2026-05-22,EURUSD,0.98292,0.98856,0.98035,0.98445,57960
2026-05-25,EURUSD,0.98445,1.00102,0.98423,0.99263,35859
2026-05-26,EURUSD,0.99263,0.98885,0.98573,0.98729,44248
2026-05-27,EURUSD,0.98729,0.9942,0.9878,0.991,17591
2026-05-28,EURUSD,0.991,0.99393,0.98775,0.99084,16260
2026-05-29,EURUSD,0.99084,0.99419,0.98778,0.99098,54812
2026-06-01,EURUSD,0.99098,0.98628,0.98459,0.98544,45194
2026-06-02,EURUSD,0.98544,0.98826,0.97937,0.98382,31882
2026-06-03,EURUSD,0.98382,0.98983,0.98405,0.98694,20327
2026-06-04,EURUSD,0.98694,0.99091,0.98271,0.98681,52413
2026-06-05,EURUSD,0.98681,0.98976,0.9849,0.98733,30810
2026-06-08,EURUSD,0.98733,0.98757,0.98519,0.98638,7902
2026-06-09,EURUSD,0.98638,0.99372,0.98854,0.99113,52293
2026-06-10,EURUSD,0.99113,0.99688,0.98561,0.99124,27970
2026-06-11,EURUSD,0.99124,0.98388,0.98156,0.98272,29643
2026-06-12,EURUSD,0.98272,0.98028,0.9801,0.98019,26004
2026-06-15,EURUSD,0.98019,0.97292,0.97243,0.97267,20840
2026-06-16,EURUSD,0.97267,0.96048,0.95994,0.96021,38048
2026-06-17,EURUSD,0.96021,0.9616,0.95515,0.95837,21802
2026-06-18,EURUSD,0.95837,0.96387,0.96348,0.96367,33002
2026-06-19,EURUSD,0.96367,0.96416,0.96394,0.96405,9235
2026-06-22,EURUSD,0.96405,0.96344,0.956,0.95972,50840
2026-06-23,EURUSD,0.95972,0.96166,0.95095,0.9563,17072
2026-06-24,EURUSD,0.9563,0.96121,0.96042,0.96082,38282
2026-06-25,EURUSD,0.96082,0.96383,0.9594,0.96161,19910
2026-06-26,EURUSD,0.96161,0.96218,0.9618,0.96199,15179
2026-06-29,EURUSD,0.96199,0.96373,0.96022,0.96198,14513
2026-06-30,EURUSD,0.96198,0.96446,0.96018,0.96232,43854
2025-07-01,GBPUSD,1.27,1.26847,1.26336,1.26591,8468
2025-07-02,GBPUSD,1.26591,1.26826,1.26615,1.2672,5213
2025-07-03,GBPUSD,1.2672,1.26669,1.26111,1.2639,9663
2025-07-04,GBPUSD,1.2639,1.2677,1.26743,1.26757,9125
2025-07-07,GBPUSD,1.26757,1.271,1.26728,1.26914,16368
2025-07-08,GBPUSD,1.26914,1.26669,1.26273,1.26471,45399
2025-07-09,GBPUSD,1.26471,1.27343,1.25723,1.26533,9612
2025-07-10,GBPUSD,1.26533,1.26722,1.26039,1.2638,13148
2025-07-11,GBPUSD,1.2638,1.27135,1.26602,1.26869,44153
2025-07-14,GBPUSD,1.26869,1.26629,1.26517,1.26573,6853
2025-07-15,GBPUSD,1.26573,1.26402,1.2635,1.26376,21122
2025-07-16,GBPUSD,1.26376,1.27408,1.26619,1.27013,50555
2025-07-17,GBPUSD,1.27013,1.28352,1.28,1.28176,54509
2025-07-18,GBPUSD,1.28176,1.29501,1.28953,1.29227,32264
2025-07-21,GBPUSD,1.29227,1.29358,1.29212,1.29285,54149
2025-07-22,GBPUSD,1.29285,1.29886,1.28963,1.29424,53851
2025-07-23,GBPUSD,1.29424,1.30786,1.29702,1.30244,56501
2025-07-24,GBPUSD,1.30244,1.30671,1.2974,1.30205,18600
2025-07-25,GBPUSD,1.30205,1.29972,1.29474,1.29723,19087
2025-07-28,GBPUSD,1.29723,1.30238,1.29381,1.29809,41284
2025-07-29,GBPUSD,1.29809,1.30561,1.29578,1.3007,5036
2025-07-30,GBPUSD,1.3007,1.29702,1.29627,1.29664,19582
2025-07-31,GBPUSD,1.29664,1.29339,1.28334,1.28836,26318
2025-08-01,GBPUSD,1.28836,1.2826,1.27984,1.28122,53918
2025-08-04,GBPUSD,1.28122,1.28847,1.2813,1.28488,57940
2025-08-05,GBPUSD,1.28488,1.28583,1.27666,1.28124,23807
2025-08-06,GBPUSD,1.28124,1.28242,1.27913,1.28078,47005
2025-08-07,GBPUSD,1.28078,1.28368,1.28056,1.28212,34963
2025-08-08,GBPUSD,1.28212,1.28831,1.2828,1.28555,8281
2025-08-11,GBPUSD,1.28555,1.28657,1.2816,1.28409,26889
2025-08-12,GBPUSD,1.28409,1.28828,1.28554,1.28691,43641
2025-08-13,GBPUSD,1.28691,1.2827,1.28246,1.28258,43821
2025-08-14,GBPUSD,1.28258,1.28304,1.27892,1.28098,55438
2025-08-15,GBPUSD,1.28098,1.27787,1.27411,1.27599,39533
2025-08-18,GBPUSD,1.27599,1.28228,1.28176,1.28202,58224
2025-08-19,GBPUSD,1.28202,1.28225,1.28202,1.28214,29886
2025-08-20,GBPUSD,1.28214,1.28077,1.27643,1.2786,44379
2025-08-21,GBPUSD,1.2786,1.27869,1.27543,1.27706,39059
2025-08-22,GBPUSD,1.27706,1.28044,1.27192,1.27618,52464
2025-08-25,GBPUSD,1.27618,1.28083,1.27919,1.28001,56129
2025-08-26,GBPUSD,1.28001,1.27548,1.26872,1.2721,51293
2025-08-27,GBPUSD,1.2721,1.27164,1.26251,1.26707,57560
2025-08-28,GBPUSD,1.26707,1.26765,1.26318,1.26541,24708
2025-08-29,GBPUSD,1.26541,1.28719,1.26977,1.27848,59616
2025-09-01,GBPUSD,1.27848,1.2868,1.28045,1.28363,10447
2025-09-02,GBPUSD,1.28363,1.28642,1.2802,1.28331,25212
2025-09-03,GBPUSD,1.28331,1.28845,1.28599,1.28722,45010
2025-09-04,GBPUSD,1.28722,1.3053,1.29085,1.29807,39074
2025-09-05,GBPUSD,1.29807,1.30373,1.2905,1.29712,12530
2025-09-08,GBPUSD,1.29712,1.30307,1.28788,1.29548,42427
2025-09-09,GBPUSD,1.29548,1.3058,1.29823,1.30202,26130
2025-09-10,GBPUSD,1.30202,1.30745,1.30225,1.30485,48754
2025-09-11,GBPUSD,1.30485,1.31172,1.30551,1.30861,59765
2025-09-12,GBPUSD,1.30861,1.3091,1.30333,1.30622,16124
2025-09-15,GBPUSD,1.30622,1.31681,1.31625,1.31653,35788
2025-09-16,GBPUSD,1.31653,1.32761,1.32399,1.3258,6532
2025-09-17,GBPUSD,1.3258,1.33167,1.32646,1.32906,33695
2025-09-18,GBPUSD,1.32906,1.33328,1.33266,1.33297,51312
2025-09-19,GBPUSD,1.33297,1.3265,1.31835,1.32242,57133
2025-09-22,GBPUSD,1.32242,1.33505,1.31707,1.32606,48563
2025-09-23,GBPUSD,1.32606,1.32782,1.32278,1.3253,20622
2025-09-24,GBPUSD,1.3253,1.33198,1.32374,1.32786,25654
2025-09-25,GBPUSD,1.32786,1.33558,1.32792,1.33175,59968
2025-09-26,GBPUSD,1.33175,1.33111,1.32929,1.3302,48500
2025-09-29,GBPUSD,1.3302,1.325,1.31795,1.32147,55158
2025-09-30,GBPUSD,1.32147,1.32517,1.3222,1.32368,18545
2025-10-01,GBPUSD,1.32368,1.32363,1.31641,1.32002,25014
2025-10-02,GBPUSD,1.32002,1.32215,1.31493,1.31854,50364
2025-10-03,GBPUSD,1.31854,1.3218,1.30943,1.31562,22998
2025-10-06,GBPUSD,1.31562,1.31419,1.31398,1.31408,46493
2025-10-07,GBPUSD,1.31408,1.30415,1.30027,1.30221,11960
2025-10-08,GBPUSD,1.30221,1.31282,1.30479,1.30881,8445
2025-10-09,GBPUSD,1.30881,1.31095,1.30984,1.31039,55360
2025-10-10,GBPUSD,1.31039,1.32062,1.31234,1.31648,21668
2025-10-13,GBPUSD,1.31648,1.32724,1.3271,1.32717,15219
2025-10-14,GBPUSD,1.32717,1.32793,1.32718,1.32756,19015
2025-10-15,GBPUSD,1.32756,1.32052,1.31598,1.31825,5493
2025-10-16,GBPUSD,1.31825,1.31797,1.30963,1.3138,46816
2025-10-17,GBPUSD,1.3138,1.30906,1.30638,1.30772,53954
2025-10-20,GBPUSD,1.30772,1.30631,1.3044,1.30536,5926
2025-10-21,GBPUSD,1.30536,1.30666,1.3054,1.30603,37896
2025-10-22,GBPUSD,1.30603,1.29616,1.29551,1.29584,25057
2025-10-23,GBPUSD,1.29584,1.30138,1.29436,1.29787,41951
2025-10-24,GBPUSD,1.29787,1.29427,1.28631,1.29029,43544
2025-10-27,GBPUSD,1.29029,1.29363,1.29053,1.29208,45322
2025-10-28,GBPUSD,1.29208,1.29357,1.28998,1.29177,7523
2025-10-29,GBPUSD,1.29177,1.29361,1.28722,1.29041,7346
2025-10-30,GBPUSD,1.29041,1.29168,1.2889,1.29029,56986
2025-10-31,GBPUSD,1.29029,1.28928,1.28625,1.28776,10052
2025-11-03,GBPUSD,1.28776,1.28649,1.28325,1.28487,32883
2025-11-04,GBPUSD,1.28487,1.28421,1.26874,1.27648,32491
2025-11-05,GBPUSD,1.27648,1.278,1.27516,1.27658,25841
2025-11-06,GBPUSD,1.27658,1.29312,1.2794,1.28626,7764
2025-11-07,GBPUSD,1.28626,1.30044,1.29297,1.29671,14202
2025-11-10,GBPUSD,1.29671,1.30641,1.30123,1.30382,32737
2025-11-11,GBPUSD,1.30382,1.30926,1.30626,1.30776,11042
2025-11-12,GBPUSD,1.30776,1.30619,1.30278,1.30449,45498
2025-11-13,GBPUSD,1.30449,1.31252,1.31203,1.31227,52308
2025-11-14,GBPUSD,1.31227,1.31244,1.31205,1.31224,41157
2025-11-17,GBPUSD,1.31224,1.31327,1.31102,1.31214,50635
2025-11-18,GBPUSD,1.31214,1.31799,1.30377,1.31088,38915
2025-11-19,GBPUSD,1.31088,1.31251,1.31073,1.31162,43094
2025-11-20,GBPUSD,1.31162,1.31832,1.30089,1.3096,7552
2025-11-21,GBPUSD,1.3096,1.31088,1.30796,1.30942,34998
2025-11-24,GBPUSD,1.30942,1.30685,1.30116,1.304,18016
2025-11-25,GBPUSD,1.304,1.30511,1.29952,1.30232,15194
2025-11-26,GBPUSD,1.30232,1.31532,1.31359,1.31446,54362
2025-11-27,GBPUSD,1.31446,1.31543,1.31328,1.31435,50482
2025-11-28,GBPUSD,1.31435,1.319,1.30772,1.31336,11777
2025-12-01,GBPUSD,1.31336,1.32333,1.30952,1.31642,59257
2025-12-02,GBPUSD,1.31642,1.32464,1.31619,1.32041,34327
2025-12-03,GBPUSD,1.32041,1.32285,1.30674,1.3148,39161
2025-12-04,GBPUSD,1.3148,1.31778,1.31016,1.31397,7752
2025-12-05,GBPUSD,1.31397,1.32535,1.31276,1.31906,53606
2025-12-08,GBPUSD,1.31906,1.32493,1.31656,1.32075,56656
2025-12-09,GBPUSD,1.32075,1.32424,1.31907,1.32165,47208
2025-12-10,GBPUSD,1.32165,1.33561,1.32466,1.33013,14435
2025-12-11,GBPUSD,1.33013,1.32798,1.3256,1.32679,33940
2025-12-12,GBPUSD,1.32679,1.32877,1.32622,1.3275,27551
2025-12-15,GBPUSD,1.3275,1.32524,1.32476,1.325,26564
2025-12-16,GBPUSD,1.325,1.33544,1.33089,1.33317,35072
2025-12-17,GBPUSD,1.33317,1.32999,1.31605,1.32302,44318
2025-12-18,GBPUSD,1.32302,1.32051,1.31897,1.31974,44525
2025-12-19,GBPUSD,1.31974,1.3177,1.31672,1.31721,18299
